time (ms),Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,
26.8,35152,35145,35170,35182,35181,35098,35183,35182,35182,35182,35182,35182,35182,35182,35182,35148
26.9,35152,35144,35170,35183,35181,35097,35182,35182,35181,35182,35182,35182,35181,35181,35182,35147
27,35151,35143,35171,35183,35182,35097,35181,35182,35181,35182,35182,35182,35182,35182,35181,35147
27.1,35152,35144,35170,35183,35182,35097,35183,35183,35183,35183,35182,35182,35181,35182,35182,35147
27.2,35152,35144,35171,35182,35181,35097,35181,35183,35181,35182,35183,35182,35182,35182,35181,35147
27.3,35151,35144,35170,35183,35181,35097,35182,35183,35181,35182,35182,35182,35181,35183,35182,35147
27.4,35151,35143,35170,35182,35181,35097,35182,35183,35181,35182,35182,35182,35181,35182,35182,35147
27.5,35152,35144,35170,35183,35182,35098,35182,35183,35181,35182,35182,35183,35182,35182,35182,35148
27.6,35152,35144,35171,35183,35182,35097,35182,35184,35181,35182,35182,35183,35182,35183,35181,35147
27.7,35152,35144,35170,35184,35183,35098,35182,35183,35182,35182,35182,35182,35180,35182,35181,35148
27.8,35151,35144,35170,35182,35182,35097,35182,35183,35183,35183,35183,35183,35183,35184,35183,35147
27.9,35152,35144,35171,35183,35182,35098,35183,35183,35182,35182,35182,35182,35182,35183,35182,35148
28,35152,35145,35171,35183,35181,35097,35182,35183,35182,35182,35182,35182,35182,35182,35182,35147
28.1,35152,35144,35170,35182,35182,35097,35182,35182,35181,35182,35183,35183,35182,35183,35183,35147
28.2,35152,35145,35170,35182,35183,35097,35182,35183,35181,35182,35181,35182,35181,35181,35182,35147
28.3,35152,35144,35170,35183,35182,35098,35183,35184,35183,35182,35183,35182,35182,35183,35181,35148
28.4,35151,35143,35170,35183,35182,35097,35183,35183,35183,35183,35182,35183,35182,35182,35181,35147
28.5,35152,35143,35170,35183,35181,35099,35182,35184,35182,35183,35182,35181,35181,35181,35182,35149
28.6,35153,35145,35171,35183,35181,35098,35182,35183,35182,35182,35183,35184,35182,35183,35182,35148
28.7,35153,35144,35170,35183,35182,35097,35182,35183,35182,35182,35183,35182,35183,35183,35182,35147
28.8,35152,35143,35170,35183,35182,35097,35183,35183,35182,35182,35182,35183,35182,35183,35182,35147
28.9,35153,35144,35170,35182,35182,35097,35183,35183,35182,35182,35183,35182,35182,35183,35182,35147
29,35148,35144,35169,35181,35179,35098,35181,35182,35179,35181,35178,35181,35180,35181,35180,35148
29.1,35148,35144,35169,35181,35180,35097,35180,35181,35180,35181,35178,35181,35180,35180,35180,35147
29.2,35148,35144,35168,35179,35179,35097,35179,35180,35178,35180,35178,35180,35179,35181,35180,35147
29.3,35147,35143,35168,35180,35179,35097,35180,35180,35178,35180,35177,35180,35178,35180,35179,35147
29.4,35147,35144,35167,35179,35179,35097,35178,35180,35178,35180,35178,35180,35179,35180,35179,35147
29.5,35147,35144,35167,35180,35179,35098,35179,35180,35178,35180,35178,35180,35179,35180,35179,35148
29.6,35147,35144,35167,35179,35178,35098,35178,35180,35178,35180,35176,35179,35178,35179,35179,35148
29.7,35147,35144,35167,35179,35179,35097,35179,35179,35178,35179,35176,35179,35178,35179,35179,35147
29.8,35147,35144,35168,35178,35178,35097,35179,35179,35178,35180,35176,35178,35177,35178,35178,35147
29.9,35147,35144,35166,35178,35178,35097,35179,35180,35177,35179,35176,35179,35178,35179,35179,35147
30,35146,35144,35166,35179,35179,35097,35178,35179,35177,35179,35175,35178,35177,35179,35178,35147
30.1,35147,35145,35167,35179,35177,35097,35178,35179,35178,35179,35175,35179,35177,35178,35178,35147
30.2,35146,35144,35166,35178,35178,35098,35179,35179,35177,35179,35176,35178,35176,35178,35178,35148
30.3,35146,35144,35167,35179,35178,35096,35177,35180,35177,35179,35176,35177,35177,35178,35178,35146
30.4,35145,35144,35166,35179,35177,35098,35179,35179,35177,35178,35175,35178,35177,35178,35177,35148
30.5,35146,35144,35166,35179,35176,35097,35178,35179,35177,35178,35175,35178,35176,35178,35177,35147
30.6,35145,35144,35166,35178,35177,35097,35178,35179,35177,35178,35176,35178,35177,35178,35177,35147
30.7,35146,35144,35165,35178,35177,35098,35177,35178,35176,35178,35175,35178,35176,35177,35177,35148
30.8,35144,35144,35165,35178,35177,35097,35177,35178,35177,35178,35174,35177,35177,35178,35177,35147
30.9,35146,35145,35166,35179,35177,35098,35177,35178,35176,35177,35175,35178,35177,35178,35178,35148
31,35146,35144,35165,35178,35177,35099,35177,35178,35176,35177,35174,35178,35176,35177,35178,35149
31.1,35145,35143,35165,35178,35177,35097,35177,35179,35176,35178,35175,35177,35177,35178,35177,35147
31.2,35144,35144,35165,35179,35178,35097,35177,35179,35177,35178,35174,35177,35176,35178,35177,35147
31.3,35146,35144,35165,35179,35176,35098,35177,35177,35176,35177,35175,35178,35177,35178,35177,35148
31.4,35145,35145,35165,35177,35176,35098,35177,35177,35175,35177,35174,35176,35175,35178,35177,35148
31.5,35145,35145,35165,35177,35176,35098,35177,35178,35176,35178,35174,35176,35176,35176,35176,35148
31.6,35145,35143,35165,35178,35176,35097,35176,35177,35176,35177,35174,35176,35175,35177,35176,35147
31.7,35143,35143,35164,35177,35176,35097,35177,35177,35176,35177,35174,35177,35176,35177,35177,35147
31.8,35146,35145,35166,35177,35175,35098,35176,35177,35176,35177,35174,35177,35176,35177,35176,35148
31.9,35144,35144,35165,35178,35176,35097,35176,35177,35175,35177,35174,35176,35176,35177,35176,35147
32,35143,35144,35164,35176,35175,35097,35176,35178,35175,35177,35175,35177,35176,35177,35176,35147
32.1,35145,35145,35165,35177,35176,35097,35176,35178,35175,35177,35174,35176,35177,35177,35177,35147
32.2,35144,35144,35164,35177,35175,35097,35177,35177,35175,35176,35173,35176,35176,35177,35177,35147
32.3,35144,35144,35164,35177,35175,35098,35176,35177,35175,35176,35174,35176,35175,35176,35175,35148
32.4,35143,35144,35164,35177,35175,35097,35175,35177,35175,35176,35174,35176,35176,35176,35176,35147
32.5,35144,35144,35164,35177,35175,35098,35176,35176,35175,35176,35173,35176,35175,35177,35176,35148
32.6,35143,35144,35165,35177,35175,35098,35177,35177,35175,35177,35174,35176,35175,35176,35175,35148
32.7,35143,35144,35164,35177,35175,35097,35176,35177,35175,35176,35173,35176,35175,35176,35176,35147
32.8,35144,35145,35164,35176,35175,35097,35176,35177,35175,35176,35173,35175,35175,35176,35176,35147
32.9,35143,35144,35163,35176,35175,35097,35175,35176,35174,35176,35173,35176,35175,35176,35176,35147
33,35143,35144,35164,35176,35175,35097,35176,35177,35175,35176,35173,35176,35176,35176,35176,35147
33.1,35144,35145,35165,35177,35176,35097,35176,35176,35175,35177,35173,35176,35175,35176,35175,35147
33.2,35143,35144,35164,35176,35175,35097,35176,35177,35175,35177,35173,35176,35176,35176,35175,35147
33.3,35143,35143,35163,35177,35175,35097,35176,35177,35175,35175,35172,35176,35175,35175,35175,35147
33.4,35143,35144,35164,35176,35174,35098,35176,35178,35175,35176,35172,35175,35175,35176,35176,35148
33.5,35143,35143,35163,35176,35174,35097,35175,35176,35173,35175,35173,35175,35174,35174,35174,35147
33.6,35143,35144,35164,35176,35175,35098,35176,35176,35174,35176,35174,35175,35175,35176,35174,35148
33.7,35143,35143,35163,35176,35174,35098,35176,35177,35174,35175,35174,35176,35175,35176,35174,35148
33.8,35143,35144,35163,35176,35174,35098,35175,35176,35174,35175,35174,35176,35175,35176,35175,35148
33.9,35143,35145,35163,35176,35174,35097,35175,35176,35174,35175,35172,35175,35174,35175,35175,35147
34,35143,35144,35163,35175,35175,35097,35176,35177,35175,35176,35173,35175,35174,35176,35175,35147
34.1,35142,35144,35164,35176,35174,35097,35175,35175,35173,35175,35172,35175,35175,35176,35174,35147
34.2,35143,35144,35164,35176,35174,35097,35174,35175,35173,35175,35172,35176,35175,35175,35175,35147
34.3,35142,35144,35163,35175,35174,35097,35175,35175,35174,35175,35171,35174,35174,35176,35175,35147
34.4,35142,35144,35162,35175,35174,35097,35175,35176,35174,35175,35173,35175,35174,35175,35173,35147
34.5,35142,35144,35163,35175,35174,35097,35175,35176,35174,35176,35172,35175,35174,35175,35174,35147
34.6,35143,35144,35163,35175,35174,35097,35175,35176,35173,35175,35172,35175,35175,35175,35175,35147
34.7,35143,35144,35163,35175,35174,35097,35175,35176,35173,35175,35171,35174,35174,35176,35174,35147
34.8,35142,35144,35163,35175,35174,35097,35175,35176,35174,35175,35172,35175,35174,35175,35174,35147
34.9,35142,35145,35163,35175,35174,35097,35175,35176,35174,35175,35172,35175,35174,35175,35174,35147
35,35143,35144,35164,35176,35174,35097,35174,35175,35173,35175,35172,35175,35174,35175,35174,35147
35.1,35143,35144,35163,35175,35174,35098,35174,35175,35173,35175,35173,35175,35173,35175,35175,35148
35.2,35141,35143,35163,35174,35174,35097,35174,35176,35173,35175,35171,35174,35174,35175,35174,35147
35.3,35143,35144,35163,35175,35173,35097,35173,35174,35172,35174,35172,35174,35173,35175,35174,35147
35.4,35143,35144,35162,35175,35174,35097,35175,35175,35173,35175,35173,35175,35174,35174,35173,35147
35.5,35142,35145,35162,35175,35173,35098,35174,35175,35173,35174,35172,35175,35173,35174,35174,35148
35.6,35143,35145,35162,35175,35173,35097,35175,35176,35174,35175,35171,35174,35173,35175,35173,35147
35.7,35141,35144,35163,35175,35173,35098,35175,35175,35173,35174,35171,35174,35174,35174,35174,35148
35.8,35142,35144,35163,35175,35174,35097,35174,35176,35173,35175,35172,35175,35174,35175,35174,35147
35.9,35142,35145,35163,35175,35173,35098,35174,35176,35174,35175,35171,35174,35174,35175,35175,35148
36,35140,35143,35161,35174,35172,35098,35174,35176,35172,35174,35172,35174,35174,35175,35174,35148
36.1,35141,35144,35161,35174,35173,35098,35174,35175,35173,35174,35171,35174,35173,35174,35174,35148
36.2,35142,35144,35163,35175,35173,35097,35174,35175,35172,35174,35171,35175,35174,35174,35173,35147
36.3,35142,35144,35161,35174,35173,35098,35175,35175,35173,35174,35172,35174,35174,35175,35173,35148
36.4,35142,35144,35163,35175,35174,35097,35174,35175,35173,35173,35172,35174,35173,35175,35173,35147
36.5,35141,35144,35163,35175,35173,35097,35174,35175,35173,35173,35171,35174,35173,35174,35173,35147
36.6,35141,35144,35161,35174,35172,35097,35173,35174,35173,35174,35170,35173,35173,35174,35173,35147
36.7,35141,35144,35162,35174,35173,35097,35174,35174,35172,35174,35172,35174,35173,35174,35173,35147
36.8,35142,35144,35163,35175,35173,35096,35174,35174,35173,35174,35171,35174,35173,35175,35173,35146
36.9,35142,35145,35163,35174,35173,35097,35174,35174,35173,35174,35171,35174,35172,35174,35173,35147
37,35142,35144,35162,35174,35172,35096,35173,35174,35173,35174,35170,35173,35172,35173,35173,35146
37.1,35142,35144,35161,35174,35173,35097,35173,35174,35172,35173,35171,35173,35172,35173,35173,35147
37.2,35141,35144,35161,35174,35173,35098,35174,35175,35173,35174,35171,35174,35174,35175,35173,35148
37.3,35141,35144,35162,35174,35172,35097,35173,35174,35173,35174,35171,35173,35173,35174,35173,35147
37.4,35141,35144,35161,35174,35172,35098,35173,35174,35172,35174,35171,35173,35173,35174,35173,35148
37.5,35141,35144,35162,35174,35172,35098,35174,35174,35173,35174,35172,35174,35173,35174,35173,35148
37.6,35141,35144,35162,35174,35173,35098,35173,35173,35171,35173,35171,35174,35173,35174,35172,35148
37.7,35140,35144,35162,35175,35172,35097,35174,35174,35173,35173,35170,35173,35173,35174,35173,35147
37.8,35141,35143,35161,35174,35172,35097,35174,35175,35173,35174,35171,35174,35173,35174,35173,35147
37.9,35140,35144,35162,35174,35172,35097,35173,35174,35172,35174,35171,35174,35172,35173,35173,35147
38,35141,35144,35162,35174,35172,35097,35173,35174,35171,35172,35170,35173,35172,35174,35173,35147
38.1,35141,35144,35162,35174,35173,35097,35174,35174,35172,35174,35171,35173,35173,35173,35172,35147
38.2,35141,35145,35162,35175,35173,35097,35172,35174,35172,35173,35171,35174,35173,35174,35173,35147
38.3,35141,35144,35161,35174,35172,35098,35174,35174,35172,35174,35170,35173,35172,35174,35173,35148
38.4,35140,35144,35162,35174,35173,35097,35172,35174,35172,35173,35170,35173,35171,35172,35173,35147
38.5,35141,35144,35162,35174,35172,35098,35173,35174,35172,35174,35169,35172,35172,35174,35173,35148
38.6,35140,35144,35162,35173,35172,35097,35172,35173,35171,35172,35170,35172,35172,35174,35173,35147
38.7,35141,35145,35161,35173,35172,35098,35173,35175,35172,35174,35171,35173,35172,35174,35173,35148
38.8,35140,35144,35161,35173,35172,35098,35174,35175,35173,35173,35171,35173,35172,35173,35173,35148
38.9,35141,35145,35161,35174,35172,35097,35173,35175,35173,35174,35170,35172,35172,35173,35173,35147
39,35143,35144,35163,35176,35174,35098,35174,35176,35174,35174,35176,35175,35174,35175,35174,35148
39.1,35145,35144,35163,35176,35173,35097,35175,35176,35175,35175,35175,35174,35175,35176,35174,35147
39.2,35146,35144,35165,35176,35176,35098,35176,35177,35176,35175,35175,35176,35175,35176,35175,35148
39.3,35145,35144,35164,35176,35175,35097,35175,35176,35175,35176,35175,35176,35175,35176,35175,35147
39.4,35146,35144,35163,35176,35175,35097,35176,35177,35176,35175,35176,35176,35175,35176,35174,35147
39.5,35146,35144,35165,35178,35176,35097,35176,35177,35176,35176,35176,35175,35176,35176,35176,35147
39.6,35145,35143,35163,35176,35175,35097,35176,35177,35176,35176,35176,35176,35176,35177,35175,35147
39.7,35146,35144,35165,35177,35175,35097,35176,35178,35177,35177,35177,35177,35176,35176,35176,35147
39.8,35147,35144,35165,35178,35176,35097,35176,35177,35177,35176,35176,35176,35175,35177,35176,35147
39.9,35147,35145,35165,35177,35176,35097,35176,35177,35176,35177,35177,35177,35176,35177,35176,35147
40,35147,35145,35165,35178,35176,35098,35177,35177,35176,35176,35176,35177,35176,35177,35176,35148
40.1,35146,35144,35165,35177,35176,35097,35177,35177,35177,35177,35177,35177,35176,35177,35175,35147
40.2,35146,35144,35165,35177,35176,35097,35177,35177,35176,35177,35176,35175,35176,35177,35176,35147
40.3,35147,35144,35164,35177,35176,35097,35177,35177,35176,35176,35178,35176,35177,35178,35177,35147
40.4,35147,35144,35165,35178,35176,35097,35177,35177,35177,35177,35177,35177,35175,35177,35176,35147
40.5,35146,35144,35165,35178,35176,35097,35177,35177,35177,35177,35177,35178,35176,35177,35176,35147
40.6,35146,35144,35165,35179,35177,35097,35178,35178,35177,35177,35177,35177,35176,35178,35176,35147
40.7,35148,35145,35166,35178,35176,35097,35177,35178,35177,35177,35177,35177,35176,35177,35177,35147
40.8,35147,35144,35165,35179,35177,35097,35177,35179,35177,35178,35178,35178,35177,35178,35177,35147
40.9,35147,35144,35166,35178,35177,35097,35177,35178,35177,35177,35177,35177,35177,35178,35176,35147
41,35147,35144,35165,35179,35177,35098,35178,35178,35177,35177,35177,35177,35177,35179,35177,35148
41.1,35147,35143,35166,35178,35177,35097,35177,35179,35178,35177,35178,35177,35178,35177,35177,35147
41.2,35147,35144,35165,35178,35176,35097,35178,35179,35177,35178,35178,35177,35177,35178,35176,35147
41.3,35148,35144,35166,35178,35177,35097,35177,35178,35178,35177,35178,35178,35178,35178,35177,35147
41.4,35147,35143,35166,35179,35177,35098,35178,35179,35177,35177,35178,35178,35177,35178,35176,35148
41.5,35147,35144,35166,35179,35177,35097,35178,35179,35178,35177,35178,35178,35177,35178,35176,35147
41.6,35148,35144,35166,35179,35177,35098,35179,35179,35178,35177,35178,35178,35178,35178,35177,35148
41.7,35147,35144,35165,35178,35177,35097,35178,35179,35178,35178,35177,35177,35177,35178,35177,35147
41.8,35148,35145,35166,35179,35177,35098,35178,35179,35178,35178,35178,35178,35177,35178,35177,35148
41.9,35148,35144,35166,35178,35177,35098,35178,35179,35178,35177,35178,35179,35178,35178,35177,35148
42,35148,35145,35166,35179,35178,35097,35177,35179,35178,35177,35179,35178,35178,35179,35177,35147
42.1,35148,35144,35166,35178,35178,35097,35178,35178,35178,35179,35178,35178,35177,35178,35177,35147
42.2,35148,35145,35167,35179,35177,35097,35179,35179,35178,35178,35178,35178,35178,35178,35177,35147
42.3,35148,35145,35166,35179,35177,35097,35178,35179,35178,35177,35178,35178,35178,35179,35178,35147
42.4,35148,35144,35166,35179,35178,35097,35178,35178,35177,35178,35178,35177,35178,35179,35177,35147
42.5,35148,35144,35166,35179,35178,35097,35178,35179,35179,35178,35178,35178,35177,35178,35178,35147
42.6,35148,35144,35166,35179,35177,35097,35178,35179,35178,35178,35178,35178,35178,35179,35177,35147
42.7,35148,35144,35166,35179,35178,35097,35178,35179,35178,35178,35178,35178,35178,35179,35178,35147
42.8,35149,35144,35166,35179,35177,35097,35177,35179,35178,35178,35180,35178,35178,35179,35177,35147
42.9,35147,35144,35166,35179,35178,35098,35179,35180,35178,35178,35179,35178,35178,35178,35178,35148
43,35149,35144,35166,35179,35177,35098,35179,35180,35178,35179,35178,35178,35177,35179,35177,35148
43.1,35148,35144,35166,35178,35178,35097,35179,35179,35178,35178,35178,35178,35178,35178,35178,35147
43.2,35149,35145,35167,35179,35178,35097,35178,35179,35178,35178,35179,35179,35179,35179,35178,35147
43.3,35148,35144,35166,35180,35178,35097,35179,35180,35179,35179,35180,35179,35178,35179,35177,35147
43.4,35148,35144,35166,35179,35177,35097,35178,35179,35178,35178,35179,35179,35177,35179,35177,35147
43.5,35148,35143,35167,35180,35179,35098,35179,35180,35178,35179,35178,35178,35178,35178,35177,35148
43.6,35149,35143,35165,35178,35178,35097,35179,35179,35178,35179,35179,35179,35178,35180,35178,35147
43.7,35149,35144,35167,35179,35179,35097,35179,35180,35178,35179,35178,35179,35179,35180,35178,35147
43.8,35150,35144,35167,35179,35178,35097,35179,35179,35178,35179,35179,35179,35178,35178,35177,35147
43.9,35149,35143,35167,35180,35178,35099,35180,35180,35178,35179,35179,35178,35179,35179,35178,35149
44,35149,35145,35167,35180,35179,35097,35178,35180,35178,35179,35179,35180,35179,35180,35178,35147
44.1,35149,35144,35167,35179,35178,35097,35179,35180,35179,35179,35179,35179,35179,35179,35178,35147
44.2,35148,35144,35166,35178,35178,35098,35179,35179,35179,35179,35179,35179,35179,35180,35178,35148
44.3,35149,35144,35167,35179,35178,35097,35178,35180,35179,35178,35179,35179,35178,35179,35177,35147
44.4,35149,35144,35167,35179,35178,35097,35179,35180,35179,35180,35179,35179,35179,35180,35179,35147
44.5,35149,35144,35167,35179,35179,35097,35179,35180,35179,35179,35179,35179,35179,35180,35178,35147
44.6,35149,35144,35167,35179,35178,35097,35179,35180,35178,35179,35178,35179,35178,35179,35178,35147
